trial_id,subject_id,timestamp_ms,label,risk_label,session_phase,rpe,load_level,label_quality,acc_up_x,acc_up_y,acc_up_z,gyro_up_x,gyro_up_y,gyro_up_z,mag_up_x,mag_up_y,mag_up_z,pitch_up,roll_up,yaw_up,acc_low_x,acc_low_y,acc_low_z,gyro_low_x,gyro_low_y,gyro_low_z,mag_low_x,mag_low_y,mag_low_z,pitch_low,roll_low,yaw_low
trial_unset,subject_unset,5500,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,12.0,-3.5,132.8,12.9
trial_unset,subject_unset,5520,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,12.0,-3.5,132.8,12.9
trial_unset,subject_unset,5840,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,11.9,-3.5,132.9,12.9
trial_unset,subject_unset,5860,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,11.9,-3.5,132.9,12.9
trial_unset,subject_unset,5880,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,11.9,-3.5,132.9,12.9
trial_unset,subject_unset,5920,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1782,-0.3739,-0.917,-0.6104,-0.1221,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,5940,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1782,-0.3739,-0.917,-0.6104,-0.1221,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,5960,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1782,-0.3739,-0.917,-0.6104,-0.1221,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,6060,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,11.9,-3.5,132.9,12.9
trial_unset,subject_unset,6080,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,11.9,-3.5,132.9,12.9
trial_unset,subject_unset,6100,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,11.9,-3.5,132.9,12.9
trial_unset,subject_unset,6460,unlabeled,ignore,normal_task,-1,none,uncertain,-0.179,-0.3713,-0.9177,-0.6104,-0.1221,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,6480,unlabeled,ignore,normal_task,-1,none,uncertain,-0.179,-0.3713,-0.9177,-0.6104,-0.1221,-0.3662,,,,,,,0.06,0.75,-0.69,3.8,3.0,1.4,49.9,3.7,12.1,-3.5,132.9,12.9
trial_unset,subject_unset,6500,unlabeled,ignore,normal_task,-1,none,uncertain,-0.179,-0.3713,-0.9177,-0.6104,-0.1221,-0.3662,,,,,,,0.06,0.75,-0.69,3.8,3.0,1.4,49.9,3.7,12.1,-3.5,132.9,12.9
trial_unset,subject_unset,6520,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,3.0,1.4,49.9,3.7,12.1,-3.5,132.9,12.9
trial_unset,subject_unset,6640,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1787,-0.3712,-0.9182,-0.6104,-0.1221,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,6660,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1787,-0.3712,-0.9182,-0.6104,-0.1221,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,6680,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1787,-0.3712,-0.9182,-0.6104,-0.1221,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,6720,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,3.0,1.4,49.9,3.7,12.1,-3.5,132.9,12.9
trial_unset,subject_unset,6740,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,3.0,1.4,49.9,3.7,12.1,-3.5,132.9,12.9
trial_unset,subject_unset,6760,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,3.0,1.4,49.9,3.7,12.1,-3.5,132.9,12.9
trial_unset,subject_unset,7020,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.9,3.0,1.4,49.8,3.8,12.2,-3.8,133.2,13.1
trial_unset,subject_unset,7040,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1787,-0.3719,-0.9175,-0.6104,-0.1221,-0.3662,,,,,,,0.06,0.75,-0.69,3.9,3.0,1.4,49.8,3.8,12.2,-3.8,133.2,13.1
trial_unset,subject_unset,7060,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1787,-0.3719,-0.9175,-0.6104,-0.1221,-0.3662,,,,,,,0.06,0.75,-0.69,3.9,3.0,1.4,49.8,3.8,12.2,-3.8,133.2,13.1
trial_unset,subject_unset,7080,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1787,-0.3719,-0.9175,-0.6104,-0.1221,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,7160,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.9,3.0,1.4,49.8,3.8,12.2,-3.8,133.2,13.1
trial_unset,subject_unset,7180,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.9,3.0,1.4,49.8,3.8,12.2,-3.8,133.2,13.1
trial_unset,subject_unset,7200,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.9,3.0,1.4,49.8,3.8,12.2,-3.8,133.2,13.1
trial_unset,subject_unset,7500,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,3.0,1.4,50.0,3.9,12.1,-3.5,132.9,13.1
trial_unset,subject_unset,7520,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,3.0,1.4,50.0,3.9,12.1,-3.5,132.9,13.1
trial_unset,subject_unset,7540,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1793,-0.3707,-0.9176,-0.6104,-0.1221,-0.4272,,,,,,,0.06,0.75,-0.69,3.8,3.0,1.4,50.0,3.9,12.1,-3.5,132.9,13.1
trial_unset,subject_unset,7560,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1793,-0.3707,-0.9176,-0.6104,-0.1221,-0.4272,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,7580,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1793,-0.3707,-0.9176,-0.6104,-0.1221,-0.4272,,,,,,,,,,,,,,,,,,
